title,authors,comments,tags,languages,series,series_index,#info,#world,#clasificacion,#subjects,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"Orgullo Sajón","Nieves Hidalgo","Corazón de León comanda la Segunda Cruzada e Inglaterra se desangra entre intrigas y luchas feudales. Normandos y sajones se disputan su control y el rey Ricardo concede a su más fiel servidor, Wulkan, el señorío de Kellinword y la mano de una dama sajona, con el mandato expreso de unificar y pacificar el territorio. En este cometido, empeñará su ilusión y la búsqueda de un sosiego que no encontró guerreando. Su prometida, lady Jacqueline de Lynch, sin embargo, ha jurado vengar la muerte de sus padres y no rendir vasallaje a ningún normando. Escapa para no convertirse en su esposa, pero el destino la arrastrará a Kellinword definitivamente…","3KH: c 500 to c 1000 CE, Dinamica · Enemigos a amantes, Dinamica · Matrimonio concertado, Genero · Romance, Genero · Romance historico","spa","","1.0","","","Dinamica · Enemigos a amantes, Dinamica · Matrimonio concertado","","Romance histórico","95","Cruzadas, normandos vs sajones, matrimonio por decreto.","",""
"Brumas","Nieves Hidalgo","Clifford Ellis, duque de Ormond vive con el estigma de la muerte de su esposa, lo que le ha convertido en un hombre severo que nada quiere saber de la sociedad, y mucho menos de un nuevo matrimonio. Sin embargo su abuela y la Corona se han confabulado contra él y han decidido que debe tener una nueva duquesa para Hallcombe House.  Eleanor es escocesa de pies a cabeza y nunca se ha dejado intimidar, pero cuando conoce a Ormond se siente amenazada… y fascinada.  Cliff decide, al conocerla, que si debe casarse lo hará con ella, con la nieta de Dauly McKenna, el hombre más odiado por su abuela.  Eleanor no tiene otro remedio que aceptar ese matrimonio. Después, el misterio que rodea el castillo, las extrañas muertes que se suceden, el peligro que se cierne sobre ella y un secreto que desea desvelar, la seducirán tanto como la atracción que empieza a sentir por el duque.","Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Matrimonio fingido/conveniencia, Genero · Romance historico","spa","McKenna","1.0","","","Dinamica · Matrimonio fingido/conveniencia, Tono · Gotico, Ambientacion · Regencia, Tono · Angst/Drama emocional","","Romance histórico","95","Castillo con misterios, muertes y matrimonio forzado; gótico regencia.","",""
"Lady Ariana","Nieves Hidalgo","La promesa a un amigo moribundo obliga a Rafael Rivera, conde de Trevijo, a casarse con una díscola heredera inglesa, «Lady» Ariana Seton. Ella acepta el compromiso impuesto por su abuelo, con la confianza de conseguir un divorcio rápido y encontrar al hombre adecuado para ser su marido de forma permanente. En una época en la que España está dividida en dos bandos, los que tratan de instaurar de nuevo la monarquía y los que la denostan, Rafael y Ariana se verán envueltos en un complot para asesinar al que subiría al trono como Alfonso XII, mientras luchan enconadamente contra la atracción que, de forma irremediable, les va uniendo.
","1DSE: Spain, Ambientacion · Regencia, Dinamica · Matrimonio fingido/conveniencia, Genero · Romance historico","spa","","1.0","","","Dinamica · Matrimonio fingido/conveniencia, Dinamica · De odio a amor/Bully, Ambientacion · Corte/Intriga palaciega","","Romance histórico","95","Restauración española, matrimonio por promesa, enemigos.","",""
"Lady Pirate","Lynsay Sands","Valoree no longer has to masquerade as her murdered brother and scourge the oceans as Captain Red. She no longer has to command his pirate band in a quest to regain his birthright. She has been named heir to Ainsley Castle. But no executor would ever hand over the estate to an unmarried pirate wench and her infamous crew—no matter to whom she’d been born. And the will distinctly states that in order to inherit, Valoree must be married to a nobleman . . . and pregnant.Upon learning that, the virgin captain is ready to return to the seas—but her crew has other ideas— and for those rascally cusses she would do anything. If they could find a way to put on her a sweet face that would fool the ton, she would handle the rest, even with a drunken prostitute as an “aunt” and her merry cutthroat crew as “servants.” But to herself she swears one she will only marry a man who fires her blood, a man who is not afraid of a . . . Lady Pirate“LYNSAY SANDS has just the right touch of humor and the perfect amount of mystery to hold you in her grasp . . . . LADY PIRATE is a delicious treat.” - RT BOOKreviews","Ambientacion · Boda, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Pez fuera del agua, Genero · Romance, Genero · Romance historico, Themes.Gender Bender","eng","","1.0","","","Dinamica · Matrimonio fingido/conveniencia, Ambientacion · Piratas, Tono · Picante/Erotico, Arquetipo · Bad boy, Dinamica · Amor a primera vista","","Romance histórico","95","Heroína pirata debe casarse para heredar, romance con piratas y pasión.","",""
"Love Is Blind","Lynsay Sands","Poor Clarissa Crambray. An ""unfortunate incident"" plunged her into scandal when she was only 12, and now that she is grown, her ill-natured stepmother parades her around town in search of a husband, forbidding her to wear her glasses and thus ensuring an unending succession of embarrassing moments when she steps on toes, uses gentlemen's laps for a tea table, and sets wigs on fire. Clarissa's only pleasure comes from clandestine meetings with Adrian Montfort, the Earl of Mowbray, who has shunned society since his return from the Napoleonic Wars disfigured by scars. When the two marry and Clarissa acquires another pair of spectacles, however, new problems crop up related to Adrian's self-consciousness about his appearance. Sands' sexy historical romances always give good value, dealing with social issues as well as detailing lusty encounters, and her latest will be received eagerly by her loyal fans and will undoubtedly win her new readers who enjoy Regency settings. 
","1DDU-GB-ESL: London, 3MNBF: c 1810 to c 1819, Ambientacion · Boda, Dinamica · Matrimonio fingido/conveniencia, Genero · Misterio/Thriller, Genero · Romance, Genero · Romance historico","eng","","1.0","","","Dinamica · Matrimonio fingido/conveniencia, Dinamica · Grumpy/Sunshine, Tono · Angst/Drama emocional, Tono · Picante/Erotico, Ambientacion · Regencia","","Romance histórico","95","Romance con pareja disímil y superación de inseguridades.","",""
"The Deed","Lynsay Sands","An innocent young beauty finds herself the fulcrum of a struggle for feudal power. Along with her ample dowry, Emma finds herself promised to Amaury de Aneford, a landless knight whose able sword has preserved the King's crown-and whose rugged good looks make her heart skip a beat. But on the wedding day, as a rival knight gallops toward the bridal chamber, Amaury will find that making love to his naive new bride will take consummate skill. For in the conjugal bed, Emma is astonished to learn there is more to a wedding night than just a sound sleep-and more to true love than she's ever imagined.
","3KH: c 500 to c 1000 CE, Ambientacion · Boda, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Slow burn, Genero · Ficcion historica, Genero · Romance, Genero · Romance historico","eng","Deed","1.0","","","Dinamica · Matrimonio concertado, Tono · Picante/Erotico","","Romance histórico","100","Doncella prometida a un caballero, consumación del matrimonio en la Edad Media.","",""
"The Key","Lynsay Sands","Iliana Wildwood would do anything to escape from the depraved baron who sought her lands - including marrying a barbarian.  Fleeing the highlands, Iliana was wedded to Duncan, laird to Dunbar Castle. Certainly, there was something about the virile warrior that made her weak in the knees - but something stank in the state of Scotland, and Iliana would not trust anyone until she'd discovered the source.  Determined therefore to resist her handsome husband, Iliana found a way to keep her secrets safe. Employing a belt of chastity, the spirited beauty managed to thwart the thane's advances. But then her husband changed his tactics and began a sensual assault that sent her intentions up in smoke. And as the air cleared, Iliana found it had been her heart she had locked away, and that this stubborn Scot had finally found...","3KH: c 500 to c 1000 CE, Ambientacion · Boda, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Slow burn, Genero · Ficcion historica, Genero · Romance, Genero · Romance historico","eng","Deed","2.0","","","Dinamica · Matrimonio fingido/conveniencia, Dinamica · Slow burn, Dinamica · Proximidad forzada, Tono · Picante/Erotico, Ambientacion · Highlander/Escoces","","Romance histórico","95","Matrimonio forzado en Highlands con resistencia y tensión sexual.","",""
"The Chase","Lynsay Sands","**Let the chase begin!** Fleeing to an abbey isn't really Seonaid Dunbar's first choice. She'd been trained alongside her brother as a Scottish warrior at her father's knee. But running was preferable to wedding Blake Sherwell, a man the English court calls the Angel. Seonaid knows there are no English angels, only English devils—and more than one way to elude a devilish suitor, even if King Henry himself has ordered her to marry him.  Blake believed the next countess of Sherwell would be sitting at home— embroidering perhaps—as she eagerly awaited his arrival. Instead, she is hiding behind the walls of a new stronghold and readying her defenses. To win this battle of wills, Blake will need every weapon at his disposal: swords, sleeping drafts, claymores, sweet words, and passionate kisses. But he has to catch her first.","3KH: c 500 to c 1000 CE, Dinamica · Enemigos a amantes, Dinamica · Proximidad forzada, Genero · Ficcion historica, Genero · Romance, Genero · Romance historico, Themes.Runaway Bride","eng","Deed","3.0","","","Dinamica · Enemigos a amantes, Ambientacion · Highlander/Escoces, Tono · Picante/Erotico, Dinamica · Proximidad forzada","","Romance histórico","100","Guerrera escocesa huye de un matrimonio impuesto, persecución y romance.","",""
"Devil of the Highlands","Lynsay Sands","They call him the Devil...  He is the most notorious laird of fierce, cold, deadly... and maybe even worse. Yet Evelinde has just agreed to wed him. Anything, she thinks, is better than her cruel stepmother. Though Evelinde should be wary of the rumors, she can't help but be drawn to this warrior... for the Devil of the Highlands inspires a heat within her that is unlike anything she has ever known.  They may call him whatever they wish, but Cullen, Laird of Donnachaidh, cares only for the future of his clan. He must find a wife, a woman to bear him sons and heed his commands. He has no need for beauty or grace, but one taste of his lovely bride's sweet lips and the sultry feel of her skin arouse an untamed passion. Perhaps there's more to marriage than he thought....","1DDU-GB-SH: Northern Scotland; Highlands and Islands, Ambientacion · Highlander/Escoces, Genero · Ficcion historica, Genero · Misterio/Thriller, Genero · Romance historico, Themes.Beauty and the Beast, Themes.Evil Stepmother","eng","Devil of the Highlands","1.0","","","Dinamica · Matrimonio fingido/conveniencia, Ambientacion · Highlander/Escoces, Tono · Picante/Erotico, Dinamica · Grumpy/Sunshine","","Romance histórico","95","Novela de romance histórico escocés con matrimonio de conveniencia y atracción inicial.","",""
"Taming the Highland Bride","Lynsay Sands","*She was ready to let her heart run wild . . .*   Merry Stewart has had enough! Enough of her brothers, whose behavior would make even the most improper lady blush. Enough of their Highland home, which would surely have fallen to ruin were it not for her. She dreams of escaping into the arms of her betrothed, Alexander d'Aumesbery, even though they haven't yet met. But when they do, Merry is devastated. It seems he's no better than the men in her family.  So beautiful, so brazen . . . From the moment he meets Merry, Alexander is determined to make her his. Desperate to convince her he's nothing like the members of her roguish clan, he will prove he is every bit the well-mannered gentleman. Yet, beneath it all beats a heart as intense and uncontrollable as hers. And finally, when his life is threatened, Merry realizes he's the husband she's been waiting for . . . and their passion becomes the one thing that cannot be tamed.","1DDU-GB-SH: Northern Scotland; Highlands and Islands, Ambientacion · Boda, Ambientacion · Highlander/Escoces, Dinamica · Matrimonio fingido/conveniencia, Genero · Ficcion historica, Genero · Misterio/Thriller, Genero · Romance, Genero · Romance historico","eng","Devil of the Highlands","2.0","","","Dinamica · Matrimonio fingido/conveniencia, Dinamica · Slow burn, Tono · Picante/Erotico, Ambientacion · Highlander/Escoces, Dinamica · Grumpy/Sunshine","","Romance histórico","95","Prometida decepcionada que descubre la pasión con su esposo escocés.","",""
