title,authors,tags,series,series_index,comments,identifiers,languages,library_name,#language_code,#world,#subtitle,#subjects,#clasificacion,#info,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"The Invasion","K. A. Applegate & Katherine Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","1.0","The wildly popular series by K.A. Applegate is back! The first six books of Animorphs return, with striking new lenticular covers that morph.  The Earth is being invaded, but no one knows about it. When Jake, Rachel, Tobias, Cassie, and Marco stumble upon a downed alien spaceship and its dying pilot, they're given an incredible power -- they can transform into any animal they touch. With it, they become Animorphs, the unlikely champions in a secret war for the planet. And the enemies they're fighting could be anyone, even the people closest to them. So begins K.A. Applegate's epic series about five normal kids with a limitless amount of forms and abilities.","grvotes:19688,amazon:0613002784,isbn:9780613002783,goodreads:8137132","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Subgenero · Young adult/Juvenil","","Ciencia Ficción","100","Serie de ciencia ficción juvenil con invasión alienígena y capacidad de transformación animal mediante tecnología alienígena.","Animorphs","1.0"
"El Visitante","K. A. Applegate & Katherine Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","2.0","Jake, Rachel, Cassie, Tobias, and Marco share an adventure in which their unusual abilities to transform into animals help them to solve a strange otherworldly mystery
","goodreads:366818,grvotes:11261,amazon:0439071631,isbn:9780439071635","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Ambientacion · Espacial/Space opera, Arquetipo · Realeza, Subgenero · Supervivencia, Subgenero · Thriller legal","","Ciencia Ficción","100","Serie de ciencia ficción juvenil con invasión alienígena y capacidad de transformación animal mediante tecnología alienígena.","Animorphs","1.0"
"The Visitor","K. A. Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","2.0","The wildly popular series by K.A. Applegate is back! The first six books of Animorphs return, with striking new lenticular covers that morph. 
Rachel is still reeling from the news that the Earth is secretly under attack by parasitic aliens known as the Yeerks. And that she and her friends -- five kids who, purely by chance, stumbled onto a downed spacecraft and were given the power to morph into any animal they touch -- are the planet's only defense. But Rachel's always been something of a daredevil. So when it's suggested that they infiltrate the home of their assistant principal, Mr. Chapman, who also happens to be a human host of the Yeerks, she volunteers. But what she finds inside may be more than even she can handle.
","isbn:9780545291521,goodreads:9641293,barnesnoble:w/visitor-katherine-applegate/1100179712","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Ambientacion · Espacial/Space opera, Arquetipo · Realeza, Subgenero · Supervivencia, Subgenero · Thriller legal","","Ciencia Ficción","100","Serie de ciencia ficción juvenil con invasión alienígena y capacidad de transformación animal mediante tecnología alienígena.","Animorphs","1.0"
"El Encuentro","K. A. Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","3.0","Cuándo a Tobías, Jake, Rachel, Marco y Cassie les fue concedido el poder de transformarse, les hicieron una advertencia: nunca permanezcáis más de dos horas dentro de un animal. Tobías no lo tuvo en cuenta y ahora es un halcón ratonero con mente humana. Tobías sabe que no pueden abandonar la lucha, aunque mueran en el intento.
","amazon:0439086272,isbn:9780439086271,goodreads:366811,grvotes:9930","spa","LCienciaFiccion","spa","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Subgenero · Young adult/Juvenil, Subgenero · Poder alienigena","","Ciencia Ficción","100","Tobías atrapado como halcón.","Animorphs","1.0"
"The Encounter","K. A. Applegate & Katherine Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","3.0","When Tobias, Jake, Rachel, Marco, and Cassie were given the ability to morph, they were also given one very important warning: *Never* stay in a morph for more than two hours. It seemed a small price to pay, since the kids know that humans everywhere are being forced to let slimy, spineless creatures creep into their brains. And the only way the kids can fight back is not to be human. 
But Tobias stayed in his morph too long. And now he's a hawk -- with a boy's mind -- forever. Tobias knows they can't give up. That they all made a promise. So now it's four kids and a hawk against a force that's determined to destroy them. Or die trying...
","isbn:9780590629799,goodreads:125333","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Ambientacion · Espacial/Space opera, Arquetipo · Realeza, Subgenero · Supervivencia, Subgenero · Thriller legal","","Ciencia Ficción","100","Serie de ciencia ficción juvenil con invasión alienígena y capacidad de transformación animal mediante tecnología alienígena.","Animorphs","1.0"
"The Message","Katherine Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","4.0","The wildly popular series by K.A. Applegate is back! The first six books of Animorphs return, with striking new lenticular covers that morph.  

It all started with the dreams. But Cassie didn't pay much attention to them. She and her friends have been having nightmares ever since they acquired the power to morph. But when Cassie discovers that Tobias has been having dreams too -- the exact same dreams -- about the ocean, and a voice that's calling to them for help, she decides it's time to start listening. Now she and the others have to figure out if the dreams are a message, or a trap.
","goodreads:12517052,isbn:9780545387965","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Subgenero · Young adult/Juvenil","","Ciencia Ficción","100","Sueños compartidos que llevan a una misión bajo el océano.","Animorphs","1.0"
"El depredador","K. A. Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","5.0","Marco nunca ha querido ser un Animorph. La facultad de transformarse en animal no le convence. Prefiere vivir tranquilo. Jake, Rachel, Cassie y Tobías saben por qué piensa de este modo. En realidad, está preocupado por su padre, que es el único familiar que le queda. Pero está a punto de cambiar de parecer. Le espera una sorpresa. Desagradable, seguro. Ahora Marco tendrá una razón por la que luchar.","","spa","LCienciaFiccion","spa","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Subgenero · Young adult/Juvenil, Subgenero · Poder alienigena","","Ciencia Ficción","100","Motivación personal en guerra alienígena.","Animorphs","1.0"
"The Predator","K. A. Applegate & Katherine Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","5.0","Marco never wanted to be an Animorph. He never wanted the ability to change into any animal he touches. He just wants to chill. Whatever happens, happens.
","isbn:9780590629812,goodreads:125337","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Subgenero · Young adult/Juvenil","","Ciencia Ficción","100","Serie de invasión alienígena con tecnología de morphing, sin romance central.","Animorphs","1.0"
"La captura","K. A. Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","6.0","Ya fue terrible cuando Jake descubrió que su hermano era uno de ellos. E incluso peor cuando Tobías permaneció en su forma demasiado tiempo. Pero no hay nada que se pueda comparar a los horrores que los Animorphs están a punto de afrontar. Nada. Jake, Rachel, Tobías, Cassie y Marco imaginan el lugar donde los Yeerks tienen su nueva base instalada, e incluso han pensado en una forma de entrar: ¿quién notaría la presencia de unas moscas sobre la pared? Pero lo que no habían pensado, era que tal vez pudieran ser descubiertos. O qué Jake podría caer en el estanque Yeerk. Que Jake pudiera convertirse en un controlador humano. En un Yeerk. En un enemigo.","","spa","LCienciaFiccion","spa","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Subgenero · Poder alienigena, Subgenero · Supervivencia","","Ciencia Ficción","100","Serie de ciencia ficción sobre invasión alienígena y metamorfosis animal.","Animorphs","1.0"
"The Capture","K. A. Applegate & Katherine Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","6.0","The wildly popular series by K.A. Applegate is back! The first six books of Animorphs return, with striking new lenticular covers that morph.  It was bad when Jake found out his brother was one of them. A Human-Controller. A slave. But that was nothing compared to this.  When the Animorphs decide to visit the Yeerks' new base, it seems simple. But then they get caught and Jake falls -- just for a moment -- into the Yeerk pool.  Now they're out, and his friends can't see it. To them he's just like normal. But Jake is screaming for help. His worst fear has finally come true. He's become the enemy.","goodreads:19032634,grvotes:8227,isbn:9780545392235,amazon:B0077FBMJY","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Ambientacion · Espacial/Space opera, Arquetipo · Realeza, Subgenero · Supervivencia, Subgenero · Thriller legal","","Ciencia Ficción","100","Serie de ciencia ficción juvenil con invasión alienígena y capacidad de transformación animal mediante tecnología alienígena.","Animorphs","1.0"
"El extraño","K. A. Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","7.0","Rachel y el resto de los animorphs han encontrado al fin otra entrada al estanque yeerk y han diseñado un plan para colarse en él: se transformarán en cucarachas. Pero estos insectos son un bocado exquisito para los taxxonitas. Esta vez les va a resultar difícil escapar. Rachel, Cassie, Marco, Jake, Tobías y Ax se verán obligados a elegir entre quedarse en la Tierra y luchar contra los yeerks o trasladarse a vivir a otro planeta.","epl:11752,revision:1.1","spa","LCienciaFiccion","spa","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Subgenero · Young adult/Juvenil, Subgenero · Poder alienigena","","Ciencia Ficción","100","Misión en el estanque yeerk, elenco completo.","Animorphs","1.0"
"The Stranger","K. A. Applegate & Katherine Applegate","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Romance alienigena/Sci-fi","Animorphs","7.0","The fight for the planet continues in this gripping installment -- and the Animorphs must make an exacting choice.  The last time Rachel and her friends entered the giant Yeerk pool beneath their town things went very bad. This time they plan to be careful, and sneak in as roaches, just to spy.  Once they're inside, though, the team gets caught. But right as things are looking their most dire, everything stops. Everything.  Then Rachel and the Animorphs hear a voice. It belongs to a very old, very powerful being, and it says it can save them. But if it does, the Earth will be defenseless.","isbn:9780545474009,goodreads:18933874,amazon:B0080K37YS,grvotes:7237","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Aliens, Themes.Ragtag Team","Subgenero · Young adult/Juvenil","","Ciencia Ficción","100","Encuentro con un ser poderoso en el contexto de la guerra contra los Yeerks.","Animorphs","1.0"
