title,authors,tags,series,series_index,comments,languages,#subjects,#clasificacion,#info,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"Sun in Glory and Other Tales of Valdemar: Rebirth","Mercedes Lackey[Editor] & Judith Tarr","short story, _Biblioteca.Fantasia.Contemporanea","Tales of Valdemar","2.0","An all-new original short fiction anthology featuring Mercedes Lackey's heroic Heralds and their horselike companions-as penned by these masters of fantasy 
  * Errold's Journey * by Catherine S. McMullen 
  * The Cat Who Came to Dinner * by Nancy Asire 
  * Winter Death * by Michelle West 
  * A Herald's Rescue * by Mickey Zucker Reichert 
  * In the Eye of the Beholder * by Josepha Sherman 
  * Trance Tower Garrison * by Fiona Patton 
  * Starhaven * by Stephanie Shaver 
  * Rebirth * by Judith Tarr 
  * Brock * by Tanya Huff 
  * True Colors * by Michael Longcor 
  * Touches the Earth * by Brenda Cooper 
  * Icebreaker * by Rosemary Edghill 
  * Sun in Glory * by Mercedes Lackey


","eng","","Subgenero · Fantasia epica","","Fantasía","90","Anthology set in Valdemar fantasy world, no central romance.","Valdemar","1.0"
"Sun in Glory and Other Tales of Valdemar: Winter Death","Mercedes Lackey[Editor] & Michelle West","short story, _Biblioteca.Fantasia.Contemporanea","Tales of Valdemar","2.0","An all-new original short fiction anthology featuring Mercedes Lackey's heroic Heralds and their horselike companions-as penned by these masters of fantasy 
  * Errold's Journey * by Catherine S. McMullen 
  * The Cat Who Came to Dinner * by Nancy Asire 
  * Winter Death * by Michelle West 
  * A Herald's Rescue * by Mickey Zucker Reichert 
  * In the Eye of the Beholder * by Josepha Sherman 
  * Trance Tower Garrison * by Fiona Patton 
  * Starhaven * by Stephanie Shaver 
  * Rebirth * by Judith Tarr 
  * Brock * by Tanya Huff 
  * True Colors * by Michael Longcor 
  * Touches the Earth * by Brenda Cooper 
  * Icebreaker * by Rosemary Edghill 
  * Sun in Glory * by Mercedes Lackey


","eng","","Subgenero · Fantasia epica","","Fantasía","90","Anthology set in Valdemar fantasy world.","Valdemar","1.0"
"Restart Again: Volume 2","Adam Ladner Scott","Fantasy, _Biblioteca.Fantasia.Contemporanea","Restart Again","2.0","People always seem to talk about fate like a benevolent, guiding force that one can put their trust in. Those people clearly haven’t been dragged through multiple lives without a choice. Fate is the reason Lux finds himself in the back of a prisoner wagon, after being forced to choose between Lia’s life or his freedom. Destined for the capital city Yoria and a trial before the King, Lux is ready for his life to be thrown back into turmoil once again. But fate, as always, has other plans for him.","eng","","Subgenero · Fantasia epica","","Fantasía","95","Mundo inventado con reencarnación y reyes; sin romance central.","Restart Again","1.0"
"Restart Again: Volume 3","Adam Ladner Scott","_Biblioteca.Fantasia.Contemporanea, Fantasy, Litrpg","Restart Again","3.0","Trust is made to be broken. After returning from a successful mission to stop the Attetsian uprising, Lux and Lia find themselves under threat once again, this time at the hands of their newest ally. With the full force of King Virram’s Trinity Guard set against them, they’ll have to fight their way through Val if they want to keep their family safe. But with the entire country of Kaldan against them, safety will be a hard thing to find.","eng","","Subgenero · Fantasia epica","","Fantasía","95","Continuación de la misma saga.","Restart Again","1.0"
"Restart Again: Volume 4","Adam Ladner Scott","_Biblioteca.Fantasia.Contemporanea, Fantasy, Litrpg","Restart Again","4.0","The true threat has finally been revealed. An ancient order of heretics known as the Shadebinders has been revived, and their dark influence has spread beyond the borders of Kaldan. In the aftermath of their mission to the festering depths of Shadowmine, Lux and Lia have discovered the site where the Shadebinders will strike the frigid mountains of Doram. Forced back into a tenuous alliance with Valandra, the trio will need all the help they can get before they make their way north. Some help, however, comes with a cost; the voices in Lux's head grow stronger with every passing day, pushing him further into the depths of his new deathly abilities. An unavoidable decision is Is mastering the dark power of the Shadebinders worth the risk, or . . . Are some powers better left in the shadows?","eng","","Subgenero · Fantasia epica","","Fantasía","95","Mundo inventado con magia de sombras; sin romance central.","Restart Again","1.0"
"Whispers in the Winter Frost","Daisy Landish","_Biblioteca.Fantasia.Contemporanea, Paranormal Mystery, cozy mystery, Find Witch, Find Magic, Paranormal","Mystic Moonhaven Mysteries","1.0","Harper Nightshade faces a chilling mystery as Moonhaven prepares for the Winter Festival. A disappearance and eerie occurrences lead her and Detective Liam Ashford on a supernatural quest.","eng","","Ambientacion · Small town, Ambientacion · Navideno/Festivo, Subgenero · Cozy mystery","","Misterio·Thriller·Terror","90","Desaparición sobrenatural en pueblo pequeño durante festival; misterio, sin romance central.","",""
"Kindling","Patrick G. Laplante","Fantasy, Science Fiction, _Biblioteca.Fantasia.Contemporanea","Painting the Mists","6.0","**On a Jade Moon between the stars, Cha Ming finds true love. But can he save her?**  
Cha Ming’s qi core is broken. Practicing martial arts is difficult and painful. But the Monkey King is fading fast, and he’ll need something stronger than mortal medicine to recover.  
To that end, Cha Ming must cross the Bridge of Stars. The competition is stiff, and it will be hard to pass, even with the three-tailed fox Huxian by his side. It’s a good thing he meets a pretty lady who’s only too happy to help.  
Yu Wen is kind, intelligent, and everything Cha Ming could ever hope for. Their bond grows every day. But a great evil has been following her for as long as she can remember, and now it knows exactly where to find her…
","eng","Fantasy, Science Fiction","","","","50","Mundo inventado con cultivo; romance destacado en sinopsis (true love).","",""
"Pendulum of Fate - Part 2","Patrick G. Laplante","Find wizard, Find Demon AND Angel, Find Witch, Find Alien, Find Magic, Fantasy, _Biblioteca.Fantasia.Contemporanea","Painting the Mists","15.0","To help his allies, he’ll make the world his enemy.    Cha Ming is back in Verdant Crossroads, and for now, his allies are safe. The Thread Seer has chosen to honor her promise and has begun crafting a new body for the Monkey King.    Her seclusion has not gone unnoticed, however. Verdant Crossroads’ traditional allies are giving them the cold shoulder, and their neighbor, the Republic of Fendal, is now eyeing their territory.   It falls to the junior Thread Seer, Clever Dusk, to cobble together a defense—and to Cha Ming, her teacher, to help her. As a craftsman, Cha Ming has no trouble finding allies. But he and his friends are much better at finding trouble instead.   But maybe all the chaos they’ll cause is a good thing? Cha Ming’s research on rankers and Daoism infringes on the domain of the gods. The last thing he needs is for Mendin’s deities to notice him.","eng","","Subgenero · Fantasia progresiva/Cultivo, Subgenero · Fantasia epica","","Fantasía","85","Cultivation fantasy with Daoism and gods.","Pendulum of Fate","1.0"
"Through Roads Between","Amy Laurens","best middle grade books, books for children set in australia, middle grade books set in australia, portal fantasy books with unicorns, fairies with questionable morals, _Biblioteca.Fantasia.Contemporanea","","1.0","Sanctuary is a place of safety--or so the fairies say... 
Edge's mum knocks on her bedroom door in the middle of the night. Bad news. 
Not long ago, Edge's best friend Gem fell prey to the Valley, leaving her vulnerable to its evil, soul-sucking shadows. The shadows?
Back. And they want Gem.
Desperate, Edge convinces her mum to take to the hospital in the middle of the night to see Gem. But what she finds forces her beyond every comfort zone. To save Gem, Edge might just lose everything else. 
The thrilling sequel to Where Shadows Rise, for everyone who wants to believe that friendship beats the rules, every time. 
","eng","best middle grade books, books for children set in australia, middle grade books set in australia, portal fantasy books with unicorns, fairies with questionable morals","","","","80","Urban fantasy with fairies and soul-sucking shadows; friendship focused, no central romance.","",""
"Demon Slayer","Aubrey Law","Fantasy, Science Fiction, _Biblioteca.Fantasia.Contemporanea","Revenge of the Witch Series","2.0","**Never ever betray a Black Witch**
Betrayed by her only friend and badly wounded, Annis continues her quest for revenge on her demon enemies and their dangerous allies. Can she survive the deadly streets of Los Angeles alone? 
For a split second I'd seen through her true eyes. Not the seductive brown eyes I'd taken from her but the spiritual eyes of her soul. Ashley saw Sonja, and the world, through the beautiful window of love. She didn't see the dark side of everyone and everything as I did. With Ashley's ghost I'd witnessed the bright colors of compassion and felt the soothing warmth of emotion. For a moment I'd wanted to freeze time and live inside her world forever. A world without bitter hatred for my countless enemies and eternal scorn for my own wretched mother. I imagined a life of love and it didn't repulse me. Then I remembered how Amelia, Regina, and now Sonja had all inserted their sharp knives into my back and twisted the blade. The warm light within my heart died and the cold bottomless darkness returned. No more dreams of a life that could never be. I was Black Annis and nothing could change my fate.
","eng","Fantasy, Science Fiction","Subgenero · Fantasia urbana, Paranormal · Brujas/Magos, Tono · Oscuro, Tono · Morally grey/Antiheroe","","Paranormal","85","Urbano oscuro en Los Ángeles con bruja cazademonios; venganza y sin romance central.","Black Annis","1.0"
