title,authors,tags,series,series_index,comments,identifiers,languages,library_name,#world,#subtitle,#subjects,#title_opf,#clasificacion,#libreria
"The King of Koraha","Maria V. Snyder","English.Fantasy.Children's / Young Adult Fantasy, Themes.Chosen One, Themes.Quest, Themes.World Within a World, Themes.Prophecy","Archives of the Invisible Sword","3.0","Hard on the heels of trouble in Zirdai city, Shyla Sun-Kissed and Rendor are ordered to report to the King of Koraha - a summons that is deadly to ignore. The King holds the key to Koraha's existence, but a formidable new enemy threatens Koraha's very survival and the King desperately needs Shyla and Rendor's help.  Wielding a terrifying and unknown magical power that can convert opponents into devoted soldiers, the mysterious army is hellbent on usurping the crown. Shyla and Rendor are tasked with discovering who in the seven hells these insurgents are. And what their real endgame is.  Trekking through the punishing conditions across the searing surface of Koraha, and facing numerous unseen foes and untold danger, they must follow the clues to uncover the truth before it's too late. The fate of the King and all the citizens of Koraha rests in their hands...","ff:s/maria-v-snyder/king-of-koraha,goodreads:58251768,grvotes:1093,google:16GmzgEACAAJ,isbn:9781489252845,amazon:1489252843","eng","LFantasia","","","English.Fantasy.Children's / Young Adult Fantasy, Themes.Chosen One, Themes.Quest, Themes.World Within a World, Themes.Prophecy","The King of Koraha","Subgenero · Fantasia epica","Fantasía"
"Storm Glass","Maria V. Snyder","English.Fantasy.High Fantasy, Themes.Spies and Espionage, Themes.Betrayal, Themes.Magic Has a Price, Themes.Metamorphosis/Transformation","Glass","1.0","Award-winning author Maria V. Snyder brings readers into a world of molten magic, where storms can be captured within a glass orb and a magician's powers can remain hidden…until challenged by enemy forces.  As a glassmaker and a magician-in-training, Opal Cowan understands trial by fire. Someone has sabotaged the Stormdancer clan's glass orbs, killing their most powerful magicians. The Stormdancers—particularly the mysterious and mercurial Kade—require Opal's unique talents to prevent it from happening again. But when the mission goes awry, Opal must tap into a new kind of magic. Yet the further she delves into the intrigue behind the glass and magic, the more distorted things appear. With lives hanging in the balance—including her own—Opal must control her powers…powers that could lead to disaster beyond anything she's ever known.","isbn:9780778325642,amazon:0778325644,grvotes:26706,goodreads:6080889","eng","LFantasia","","","English.Fantasy.High Fantasy, Themes.Spies and Espionage, Themes.Betrayal, Themes.Magic Has a Price, Themes.Metamorphosis/Transformation","Storm Glass","Subgenero · Fantasia epica, Tono · Angst/Drama emocional","Fantasía"
"Sea Glass","Maria V. Snyder","English.Fantasy.High Fantasy, Themes.Spies and Espionage, Themes.Betrayal, Themes.Magic Has a Price, Themes.Metamorphosis/Transformation","Glass","2.0","Like the colorful pieces of sea glass washed up on shore, Opal has weathered rough waters and twisting currents. But instead of finding a tranquil eddy, Opal is caught in a riptide. Her unique glass messengers which allow instant communication over vast distances have become a vital part of Sitian society. Once used solely by the Councilors and magicians, other powerful factions are now vying for control. Control of the messengers equals control of Sitia. Unfortunately that also means control of Opal. If that isn’t enough of a problem, Opal’s determination to prove blood magic is still being used is met with strong resistance. The Council doubts her, her mentor doubts her, and even her family is concerned. When her world is turned upside down, she begins to doubt herself. In the end, Opal must decide who to believe, who to trust, and who has control—otherwise she will shatter into a million pieces and be swept out by the tide.","isbn:9780778325802,amazon:0778325806,goodreads:6351939,grvotes:20491","eng","LFantasia","","","English.Fantasy.High Fantasy, Themes.Spies and Espionage, Themes.Betrayal, Themes.Magic Has a Price, Themes.Metamorphosis/Transformation","Sea Glass","Subgenero · Fantasia epica, Tono · Angst/Drama emocional","Fantasía"
"Spy Glass","Maria V. Snyder","English.Fantasy.High Fantasy, Themes.Spies and Espionage, Themes.Betrayal, Themes.Magic Has a Price, Themes.Metamorphosis/Transformation","Glass","3.0","***An undercover mission   leads to danger, adventure   and an impossible choice.** *  After siphoning her own blood magic in the showdown at Hubal, student glass magician Opal Cowan lost her powers. Immune to the effects of magic, Opal is now an outsider looking in, spying through the glass on those with the powers she once had. Powers that make a difference in the world.  Suddenly the beautiful pieces she makes begin to flash in the presence of magic and Opal learns that someone has stolen some of her blood. Finding it might let her regain her powers or discover that they're lost forever...","isbn:9780778303916,amazon:0778303918,goodreads:7970273,grvotes:18081","eng","LFantasia","","","English.Fantasy.High Fantasy, Themes.Spies and Espionage, Themes.Betrayal, Themes.Magic Has a Price, Themes.Metamorphosis/Transformation","Spy Glass","Subgenero · Fantasia epica","Fantasía"
"Poison Study","Maria V. Snyder","English.Fantasy.High Fantasy, Themes.Enemies to Lovers, Themes.Mentor/Apprentice, Themes.Spies and Espionage, Themes.Magic Has a Price, Themes.Slow Burn","Poison Study","1.0","**Choose: A quick death… or slow poison...** About to be executed for murder, Yelena is offered an extraordinary reprieve. She'll eat the best meals, have rooms in the palace—and risk assassination by anyone trying to kill the Commander of Ixia.  And so Yelena chooses to become a food taster. But the chief of security, leaving nothing to chance, deliberately feeds her Butterfly's Dust—and only by appearing for her daily antidote will she delay an agonizing death from the poison.  As Yelena tries to escape her new dilemma, disasters keep mounting. Rebels plot to seize Ixia and Yelena develops magical powers she can't control. Her life is threatened again and choices must be made. But this time the outcomes aren't so clear...","amazon:0778324338,grvotes:175335,isbn:9780778324331,goodreads:60510","eng","LFantasia","","","English.Fantasy.High Fantasy, Themes.Enemies-to-Lovers, Themes.Mentor/Apprentice, Themes.Spies and Espionage, Themes.Magic Has a Price, Themes.Slow Burn","Poison Study","Subgenero · Fantasia epica, Ambientacion · Corte/Intriga palaciega, Dinamica · Proximidad forzada, Tono · Angst/Drama emocional","Fantasía"
"Assassin Study","Maria V. Snyder","English.Fantasy.High Fantasy, Themes.Enemies to Lovers, Themes.Mentor/Apprentice, Themes.Spies and Espionage, Themes.Magic Has a Price, Themes.Slow Burn","Poison Study","1.5","Yelena, the heroine of Maria V. Snyder's stunning debut novel *Poison Study* , is on her way to her ancestral homeland of Sitia to be reunited with her family and to learn more about her magical powers. An order of execution hangs over her head should she ever return to Ixia. But her true love, Valek, quickly learns that an assassin has taken it upon himself to make sure Yelena doesn't reach her destination.  As Ixia's chief of security, and a highly skilled assassin himself, can Valek track down the killer in time to save Yelena's life?","grvotes:11208,goodreads:4450057,amazon:B0DLT7PLFX","eng","LFantasia","","","English.Fantasy.High Fantasy, Themes.Enemies-to-Lovers, Themes.Mentor/Apprentice, Themes.Spies and Espionage, Themes.Magic Has a Price, Themes.Slow Burn","Assassin Study","","Romantasy"
"Magic Study","Maria V. Snyder","English.Fantasy.High Fantasy, Themes.Enemies to Lovers, Themes.Mentor/Apprentice, Themes.Spies and Espionage, Themes.Magic Has a Price, Themes.Slow Burn","Poison Study","2.0","You know your life is complicated when you miss your days as a poison taster...  With her greatest enemy dead, and on her way to be united with the family she'd been stolen from long ago, Yelena should be pleased. But although she has gained her freedom, she once again finds herself alone - separated from her lover Valek and suspected as a spy for her reluctance to conform to Sitian ways.  Despite the turmoil, she's eager to start her magic training - especially as she's been given one year to harness her power or be put to death. But her plans take a radical turn when she becomes embroiled in a plot to reclaim Ixia's throne for a lost prince - and gets entangled in powerful rivalries with her fellow magicians.  If that wasn't bad enough, it appears her brother would love to see her dead. Luckily, Yelena has some old friends to help her with her new enemies.","amazon:0373802498,goodreads:46202,grvotes:83791,isbn:9780373802494","eng","LFantasia","","","English.Fantasy.High Fantasy, Themes.Enemies-to-Lovers, Themes.Mentor/Apprentice, Themes.Spies and Espionage, Themes.Magic Has a Price, Themes.Slow Burn","Magic Study","","Fantasía"
"Fire Study","Maria V. Snyder","English.Fantasy.High Fantasy, Themes.Enemies to Lovers, Themes.Mentor/Apprentice, Themes.Spies and Espionage, Themes.Magic Has a Price, Themes.Slow Burn","Poison Study","3.0","**The apprenticeship is over—now the real test has begun.** When word that Yelena is a Soulfinder—able to capture and release souls—spreads like wildfire, people grow uneasy. Already Yelena's unusual abilities and past have set her apart. As the Council debates Yelena's fate, she receives a disturbing message: a plot is rising against her homeland, led by a murderous sorcerer she has defeated before...  Honor sets Yelena on a path that will test the limits of her skills, and the hope of reuniting with her beloved spurs her onward. Her journey is fraught with allies, enemies, lovers and would-be assassins, each of questionable loyalty. Yelena will have but one chance to prove herself—and save the land she holds dear.","isbn:9780778325345,amazon:0778325342,grvotes:65574,goodreads:1966969","eng","LFantasia","","","English.Fantasy.High Fantasy, Themes.Enemies-to-Lovers, Themes.Mentor/Apprentice, Themes.Spies and Espionage, Themes.Magic Has a Price, Themes.Slow Burn","Fire Study","Dinamica · Enemigos a amantes","Romantasy"
"Power Study","Maria V. Snyder","High Fantasy, English.Fantasy.High Fantasy, Themes.Enemies to Lovers, Themes.Magic Has a Price, Fantasy, Themes.Slow Burn, Fiction, Paranormal, Magic, Adventure, short stories, Young Adult, Ebooks, Novella, Themes.Mentor/Apprentice, Themes.Spies and Espionage, Romance","Poison Study","3.5","Ari and Janco deal with a Sandseed Story Weaver and a cocky young soldier while Valek is off helping Yelena.","amazon:B0DLT6N8Y2,goodreads:4460391,grvotes:6094","eng","LFantasia","","","English.Fantasy.High Fantasy, Themes.Enemies-to-Lovers, Themes.Mentor/Apprentice, Themes.Spies and Espionage, Themes.Magic Has a Price, Themes.Slow Burn","Power Study","","Fantasía"
"Ice Study","Maria V. Snyder","English.Fantasy.High Fantasy, Themes.Enemies to Lovers, Themes.Mentor/Apprentice, Themes.Spies and Espionage, Themes.Magic Has a Price, Themes.Slow Burn","Poison Study","3.6","This story is a prequel to [Shadow Study](https://www.goodreads.com/search/search?q=Shadow%20Study ""Shadow Study""). Ice Study tells a short story after [Fire Study](https://www.goodreads.com/search/search?q=Fire%20Study ""Fire Study"") and another short story [Power Study](https://www.goodreads.com/search/search?q=Power%20Study ""Power Study"").  After the events of Fire Study, Yelena and Valek's sabattical is cut short when they become entangled in a plot to prevent the Ice Moon from falling into the hands of a rogue magician.","amazon:B0DLT895NL,grvotes:5743,goodreads:7276503","eng","LFantasia","","","English.Fantasy.High Fantasy, Themes.Enemies-to-Lovers, Themes.Mentor/Apprentice, Themes.Spies and Espionage, Themes.Magic Has a Price, Themes.Slow Burn","Ice Study","Subgenero · Fantasia epica, Subgenero · Espionaje/Espias, Tono · Angst/Drama emocional","Fantasía"
